camera_sensor_timestamp_ns,elapsed_realtime_ns,wall_time_ms,rotation_degrees,session_elapsed_ns
1468044575722330,1468044654680290,1775212852513,0,9051724111
1468044589809085,1468044666656227,1775212852525,0,9063700048
1468044609146288,1468044674135238,1775212852533,0,9071179059
1468044623173147,1468044702469352,1775212852561,0,9099513173
1468044642510350,1468044708126071,1775212852567,0,9105169892
1468044656537157,1468044732947425,1775212852591,0,9129991246
1468044675874360,1468044746395185,1775212852605,0,9143439006
1468044689901220,1468044768016592,1775212852627,0,9165060413
1468044709240302,1468044777449144,1775212852636,0,9174492965
1468044723265282,1468044794912633,1775212852653,0,9191956454
1468044742604364,1468044809690290,1775212852669,0,9206734111
1468044756629293,1468044830972842,1775212852689,0,9228016663
1468044775968375,1468044850821748,1775212852710,0,9247865569
1468044789993355,1468044868583467,1775212852727,0,9265627288
1468044809380458,1468044878388779,1775212852737,0,9275432600
1468044823357418,1468044901363727,1775212852760,0,9298407548
1468044842744521,1468044914730133,1775212852774,0,9311773954
1468044856721428,1468044932013467,1775212852791,0,9329057288
1468044876108531,1468044943448779,1775212852802,0,9340492600
1468044890085491,1468044963857477,1775212852822,0,9360901298
1468044909503927,1468044974509456,1775212852833,0,9371553277
1468044923449553,1468045000201227,1775212852859,0,9397245048
1468044942867989,1468045010728935,1775212852869,0,9407772756
1468044956813564,1468045028492581,1775212852887,0,9425536402
1468044976232000,1468045044317581,1775212852905,0,9441361402
1468044990177626,1468045064435133,1775212852923,0,9461478954
1468045009578661,1468045074722477,1775212852935,0,9471766298
1468045023541689,1468045092600498,1775212852951,0,9489644319
1468045042942724,1468045104078050,1775212852965,0,9501121871
1468045056905699,1468045130369508,1775212852989,0,9527413329
1468045076306734,1468045144726175,1775212853004,0,9541769996
1468045090269762,1468045167070029,1775212853026,0,9564113850
1468045109647532,1468045177544664,1775212853037,0,9574588485
1468045123633824,1468045193875394,1775212853052,0,9590919215
1468045143011594,1468045207115758,1775212853067,0,9604159579
1468045156997835,1468045236415706,1775212853095,0,9633459527
1468045176375605,1468045249098414,1775212853109,0,9646142235
1468045190361897,1468045272057008,1775212853131,0,9669100829
1468045209736798,1468045283457321,1775212853143,0,9680501142
1468045223725907,1468045296065133,1775212853155,0,9693108954
1468045243100808,1468045310644456,1775212853170,0,9707688277
1468045257089970,1468045327808883,1775212853186,0,9724852704
1468045276464871,1468045342402477,1775212853202,0,9739446298
1468045290454032,1468045363396071,1775212853222,0,9760439892
1468045309924307,1468045374254560,1775212853234,0,9771298381
1468045323818043,1468045394671071,1775212853253,0,9791714892
1468045343288318,1468045405511227,1775212853265,0,9802555048
1468045357182105,1468045427651800,1775212853286,0,9824695621
1468045376652380,1468045444708571,1775212853304,0,9841752392
1468045390546168,1468045471543675,1775212853330,0,9868587496
1468045409947436,1468045481034300,1775212853341,0,9878078121
1468045423910178,1468045499504248,1775212853358,0,9896548069
1468045443311446,1468045508207894,1775212853368,0,9905251715
1468045457274241,1468045523478466,1775212853382,0,9920522287
1468045476675509,1468045538027946,1775212853398,0,9935071767
1468045490638303,1468045561718883,1775212853420,0,9958762704
1468045510065036,1468045572023518,1775212853431,0,9969067339
1468045524002314,1468045593170393,1775212853452,0,9990214214
1468045543429047,1468045614289821,1775212853473,0,10011333642
1468045557366376,1468045631569143,1775212853490,0,10028612964
1468045576793109,1468045655396591,1775212853514,0,10052440412
1468045590730439,1468045673942633,1775212853532,0,10070986454
1468045610261447,1468045682896904,1775212853542,0,10079940725
1468045624094449,1468045702865862,1775212853561,0,10099909683
1468045643625457,1468045717948102,1775212853577,0,10114991923
